city_name,hub_id,hub_name,hub_type,product_id,product_name,category,sub_category,order_dt,process_dt,corrected_sales,sales,revenue,product_discount,coupon_discount,instant_discount,licious_cash,licious_cashp,cgst,sgst
Mumbai,64,POW,0.0,pr_888lkv1mjjg,Roopchand Medium Fry Cut,Fish & Seafood,Fresh Water,2025-08-26,2025-08-27,1.0,1.0,315.0,16.0,0.0,,29.0,0.0,0.0,0.0
Mumbai,2399,MIR,0.0,pr_46xl45e268j,Classic Smoked Chicken Frankfurter,Cold Cuts,Cold Cuts,2025-09-27,2025-09-27,2.0,2.0,518.0,52.0,47.0,,20.63731343283582,0.0,9.979999542236328,9.979999542236328
Bangalore,10,HOODI,0.0,pr_590f2f3b17860,Cage Free Country Eggs,Eggs,Eggs,2025-08-12,2025-08-12,9.0,9.0,945.0,72.0,0.0,,12.858495528669122,0.0,0.0,0.0
Hyderabad,24,Trimulgherry,0.0,pr_o2hlatbd0sy,Chicken Milagu Pirattal (Pepper Chicken),Ready to Cook,Ready to Cook,2025-06-20,2025-06-21,1.0,1.0,289.0,29.0,15.0,,0.0,0.0,13.119999885559082,13.119999885559082
NCR,30,EDH,0.0,pr_av4kgtb3l1h,Chicken Curry Cut Small - Large Pack,Chicken,Chicken,2025-11-23,2025-11-24,2.0,2.0,840.0,84.0,66.0,,17.271589486858574,43.178973717146434,0.0,0.0
Bangalore,2631,OFLYEL,0.0,pr_aEw1GxNdFkH5,,,,2026-01-08,2026-01-08,1.0,1.0,1233.77001953125,0.0,0.0,,0.0,0.0,0.0,0.0
Mumbai,79,MLD,0.0,pr_iBffC1Bf8ZQ9,Premium Lamb Curry Cut (Small Pieces),Lamb & Goat,Lamb & Goat,2026-01-23,2026-01-23,7.0,7.0,4543.0,1005.5,0.0,,36.39219158445063,59.659330466312504,0.0,0.0
Pune,88,KNDH,0.0,pr_fhijtzoq66l,Chicken Mince - Keema,Chicken,Chicken,2025-10-06,2025-10-07,2.0,2.0,590.0,0.0,0.0,,0.0,0.0,0.0,0.0
Mumbai,79,MLD,0.0,pr_57ac8c42ee432,Country Chicken - Curry Cut,Chicken,Chicken,2025-12-21,2025-12-21,4.0,4.0,1556.0,0.0,0.0,,98.97765042979943,47.2595988538682,0.0,0.0
Mumbai,89,KHGR,0.0,pr_jxjliso7d55,Lamb Mince - 225g,Lamb & Goat,Lamb & Goat,2026-02-08,2026-02-09,1.0,1.0,345.0,0.0,0.0,,0.0,0.0,0.0,0.0
Chennai,77,ECR,0.0,pr_8smkrx2ly4g,Half - Creamy Afghani Chicken,Ready to Cook,Ready to Cook,2025-01-23,2025-01-23,2.0,2.0,406.05999755859375,40.0,0.0,0.0,8.125437720187795,0.0,20.68000030517578,20.68000030517578
Bangalore,7,BEL,0.0,pr_n22llde3kfl,Kerala Mutton Stew,Ready to Cook,Ready to Cook,2025-01-28,2025-01-28,1.0,1.0,449.0,0.0,0.0,0.0,56.482484076433124,0.0,24.8799991607666,24.8799991607666
NCR,51,FDB,0.0,pr_590f2bc508b4a,Classic Eggs - Pack Of 6,Eggs,Eggs,2025-01-25,2025-01-25,6.0,6.0,558.0,67.0,37.0,0.0,12.895234637165965,0.0,0.0,0.0
Bangalore,2489,VTH,0.0,pr_DcgfDgYWDWam,Freshwater Prawns (Medium Sized) - Whole,Fish & Seafood,Prawn,2025-11-16,2025-11-16,1.0,1.0,325.0,0.0,0.0,,0.0,0.0,0.0,0.0
Mumbai,62,ADW,0.0,pr_inuk3ilznwg,Purani Dilli ki Mutton Seekh Kebab,Kebab & Tandoor,Kebab & Tandoor,2026-02-15,2026-02-15,1.0,1.0,429.0,13.0,39.0,,0.0,9.612442631310556,8.979999542236328,8.979999542236328
Mumbai,2469,THA,0.0,pr_4lal483r2ks,Chicken Drumstick (6 pieces),Chicken,Chicken,2025-08-29,2025-08-29,26.0,26.0,8814.0,528.0,50.0,,89.04022183973605,49.09694475275165,0.0,0.0
Bangalore,134,BEG,0.0,pr_6j4jhlmzwle,Freshwater Catla - Bengali Cut (Without Head),Fish & Seafood,Fresh Water,2025-10-01,2025-10-02,2.0,2.0,818.0,24.0,0.0,,80.78725590955807,0.0,0.0,0.0
Chennai,78,PLK,0.0,pr_590f2f3b17860,Cage Free Country Eggs,Eggs,Eggs,2025-09-18,2025-09-18,2.0,2.0,210.0,16.0,0.0,,0.0,0.0,0.0,0.0
Pune,1519,SayajiHotel,2.0,pr_1ls8lh3t9,Chicken Curry Cut - Large Pieces (CP),Chicken,Chicken,2025-11-29,2025-11-29,1.0,1.0,143.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolkata,541,LKT,0.0,pr_mmfjrt7mcyl,Classic Chicken Nuremberger,Cold Cuts,Cold Cuts,2025-03-20,2025-03-21,1.0,1.0,299.0,24.0,52.0,,21.580645161290324,31.276297335203367,11.949999809265137,11.949999809265137
Bangalore,2415,KGP,0.0,pr_58d3ae77dcce0,Mutton Soup Bones,Lamb & Goat,Lamb & Goat,2025-07-26,2025-07-26,3.0,3.0,1010.969970703125,0.0,35.0,,0.0,0.0,0.0,0.0
Pune,57,BNR,0.0,pr_IDvZ5vmxj0qi,Heat & Eat Chicken Malai Tikka,Heat & Eat,Heat & Eat,2026-02-19,2026-02-19,4.0,4.0,1035.98,149.98,42.0,,36.21418439716312,0.0,20.09000015258789,20.09000015258789
Bangalore,7,BEL,0.0,pr_fhijtgw0ctk,Chicken Soup Bones - (Classic),Ready to Cook,Ready to Cook,2025-09-24,2025-09-25,2.0,2.0,198.0,0.0,0.0,,5.777188328912467,0.0,4.710000038146973,4.710000038146973
Mumbai,504,BLP,0.0,pr_6fxkqja2hs2,"Tiger Prawns (20C - 30C) - Cleaned & Deveined, with Tail",Fish & Seafood,Prawn,2025-04-12,2025-04-12,1.0,1.0,650.0,75.0,0.0,,21.31885593220339,0.0,0.0,0.0
NCR,129,GRN,0.0,pr_TZOH4fqAtVjP,Loaded  Chicken - 20pc,Momos,Momos,2025-12-23,2025-12-23,2.0,2.0,798.0,16.0,78.0,,0.0,0.0,16.760000228881836,16.760000228881836
Bangalore,10,HOODI,0.0,pr_qjOqXTgRZ9kh,Mutton Fat,Lamb & Goat,Lamb & Goat,2025-05-02,2025-05-02,1.0,1.0,69.0,0.0,0.0,,1.2220708446866484,0.0,0.0,0.0
Bangalore,134,BEG,0.0,pr_596601367dd0d,Sardine (Whole - Cleaned & Gutted),Fish & Seafood,Sea water,2025-11-11,2025-11-12,1.0,1.0,819.0,238.0,0.0,,0.0,0.0,0.0,0.0
Jaipur,2256,LALARPURA,2.0,pr_4q4jya5rtvg,Chunky Shawarma Chicken Spread,Spreads,Spreads,2025-10-03,2025-10-03,1.0,1.0,163.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hyderabad,50,CDN,0.0,pr_jxjliso7d55,Lamb Mince - 225g,Lamb & Goat,Lamb & Goat,2025-01-17,2025-01-18,4.0,4.0,1636.0,0.0,14.0,0.0,12.392808988764045,0.0,0.0,0.0
Coimbatore,263,PDVA,0.0,pr_7XRxjps2Pvp7,Catla - Bengali Cut w/o Head,Fish & Seafood,Fresh Water,2025-09-24,2025-09-24,1.0,1.0,330.86000061035156,169.5,0.0,,22.793301914858578,0.0,0.0,0.0
Hyderabad,2463,MSB,0.0,pr_fTzbYZVXiSzn,White Pomfret Medium - Whole Cleaned Gutted (Pack of 2),Fish & Seafood,Sea water,2026-03-15,2026-03-16,1.0,1.0,1445.0,146.0,0.0,,0.0,0.0,0.0,0.0
Hyderabad,2459,MYP,0.0,pr_888lkv1kidq,Indian Salmon Medium - Fry Cut,Fish & Seafood,Sea water,2025-07-03,2025-07-03,1.0,1.0,1059.0,529.5,42.0,,7.640400522420548,0.0,0.0,0.0
Mumbai,100,WDL,0.0,pr_AmDzw2YWWu3J,Heat & Eat Chicken Tikka,Heat & Eat,Heat & Eat,2025-09-17,2025-09-17,1.0,1.0,279.0,22.0,0.0,,5.444915254237288,0.0,13.770000457763672,13.770000457763672
NCR,30,EDH,0.0,pr_ifBGAaHWeInk,Crunchy Chicken Nuggets,Ready to Cook,Ready to Cook,2026-02-23,2026-02-23,2.0,2.0,458.0,64.0,24.0,,16.59351145038168,0.0,8.809999465942383,8.809999465942383
Chennai,113,NVL,0.0,pr_fa5lbgescmx,Premium Lamb - Curry Cut,Lamb & Goat,Lamb & Goat,2026-01-01,2026-01-01,1.0,1.0,649.0,0.0,75.0,,0.0,0.0,0.0,0.0
Mumbai,61,WRL,0.0,pr_3lql5gg03d3,Classic Chicken Lyoner,Cold Cuts,Cold Cuts,2025-09-17,2025-09-17,1.0,1.0,279.0,28.0,0.0,,7.62917933130699,0.0,13.449999809265137,13.449999809265137
Mumbai,2440,SEP,0.0,pr_dq5ku83oydt,Tilapia Medium - Fillet,Fish & Seafood,Fresh Water,2025-10-18,2025-10-19,2.0,2.0,401.97998046875,0.0,0.0,,0.0,0.0,0.0,0.0
Hyderabad,209,ATP,0.0,pr_4lal483r2ks,Chicken Drumstick (6 pieces),Chicken,Chicken,2025-02-28,2025-02-28,7.0,7.0,2163.0,226.0,52.0,0.0,68.86576040781648,0.0,0.0,0.0
Bangalore,4,Indiranagar,0.0,pr_inpkaxvya2u,Sea Bass Medium - Boneless Cubes,Fish & Seafood,Fresh Water,2025-10-18,2025-10-18,1.0,1.0,805.0,0.0,0.0,,13.48907678021602,0.0,0.0,0.0
NCR,48,GZB,0.0,pr_6G4RRcA0oGzk,Zesty Garlic Fish,Ready to Cook,Ready to Cook,2026-03-17,2026-03-18,1.0,1.0,299.0,87.0,29.0,,0.0,0.0,4.360000133514404,4.360000133514404
Mumbai,80,MUL,0.0,pr_e7uk0s4evo8,Classic Eggs - Pack Of 30,Eggs,Eggs,2025-08-30,2025-08-30,6.0,6.0,2658.0,204.0,0.0,,70.90318099736075,0.0,0.0,0.0
Pune,58,WKD,0.0,pr_fa5lbgescmx,Premium Lamb - Curry Cut,Lamb & Goat,Lamb & Goat,2025-03-21,2025-03-21,7.0,7.0,4543.0,260.0,95.0,0.0,57.344107744107745,0.0,0.0,0.0
NCR,2431,HKM,0.0,pr_c61k6uqaf5h,Chicken Breast - Boneless,Chicken,Chicken,2025-10-21,2025-10-22,9.0,9.0,3285.0,144.0,35.0,,46.01619276227342,0.0,0.0,0.0
Surat,1057,SAT,0.0,pr_3rkjm1v51mm,Basa Cubes (Boneless),Fish & Seafood,Fresh Water,2025-02-21,2025-02-23,2.0,2.0,898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mumbai,62,ADW,0.0,pr_hcsl45e3j16,Chicken Frankfurter with Paprika & Cheese,Cold Cuts,Cold Cuts,2025-05-30,2025-05-30,1.0,1.0,299.0,24.0,33.0,,0.0,0.0,12.960000038146973,12.960000038146973
Visakhapatnam,2452,Kurmannapalem,2.0,pr_1ltoi8qxh,Licious Classic Eggs Pack of 6,Eggs,Eggs,2025-06-02,2025-06-02,7.0,7.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangalore,7,BEL,0.0,pr_6j4jhm2t05x,Catla Head (1 Nos),Fish & Seafood,Fresh Water,2025-10-10,2025-10-11,1.0,1.0,99.0,34.0,0.0,,1.0,0.0,0.0,0.0
